Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Ashish,2020-09-04 07:22:07,00:29:43,Autoplayed: user action: None; ,Lucifer: Season 4: Save Lucifer (Episode 9),,Netflix Chrome Linux (Cadmium) HTML 5,00:29:53,Not latest view,US (United States)
Ashish,2020-09-04 06:31:48,00:50:17,,Lucifer: Season 4: Super Bad Boyfriend (Episode 8),,Netflix Chrome Linux (Cadmium) HTML 5,00:50:27,00:50:27,US (United States)
Ashish,2020-09-04 05:44:25,00:47:23,,Lucifer: Season 4: Devil Is as Devil Does (Episode 7),,Netflix Chrome Linux (Cadmium) HTML 5,00:47:33,00:47:33,US (United States)
Ashish,2020-09-04 05:39:03,00:05:20,,Lucifer: Season 4: Orgy Pants to Work (Episode 6),,Netflix Chrome Linux (Cadmium) HTML 5,00:48:42,00:48:42,US (United States)
Ashish,2020-09-03 01:55:39,00:19:59,,Lucifer: Season 4: Orgy Pants to Work (Episode 6),,Netflix Chrome Linux (Cadmium) HTML 5,00:43:22,Not latest view,US (United States)
Ashish,2020-09-02 23:06:09,00:23:13,,Lucifer: Season 4: Orgy Pants to Work (Episode 6),,Netflix Chrome Linux (Cadmium) HTML 5,00:23:23,Not latest view,US (United States)
Ashish,2020-09-02 22:09:10,00:40:29,,Lucifer: Season 4: Expire Erect (Episode 5),,Netflix Chrome Linux (Cadmium) HTML 5,00:48:52,00:48:52,US (United States)
Ashish,2020-09-02 06:21:31,00:00:33,,Lucifer: Season 4: Expire Erect (Episode 5),,Netflix Chrome Linux (Cadmium) HTML 5,00:08:23,Not latest view,US (United States)
Ashish,2020-09-02 06:21:13,00:00:05,Autoplayed: user action: None; ,Castlevania: Season 1 (Recap),RECAP,Netflix Chrome Linux (Cadmium) HTML 5,00:00:05,00:00:05,US (United States)
Ashish,2020-09-02 06:20:22,00:00:05,Autoplayed: user action: None; ,The Originals: Season 1_hook_primary_16x9,HOOK,Netflix Chrome Linux (Cadmium) HTML 5,00:00:05,Not latest view,US (United States)
Ashish,2020-09-02 06:20:13,00:00:04,Autoplayed: user action: None; ,Supergirl: Season 1_hook_primary_16x9,HOOK,Netflix Chrome Linux (Cadmium) HTML 5,00:00:04,00:00:04,US (United States)
Ashish,2020-09-02 06:19:49,00:00:07,Autoplayed: user action: None; ,Resurrection: Ertuğrul: Season 1_hook_primary_16x9,HOOK,Netflix Chrome Linux (Cadmium) HTML 5,00:00:07,Not latest view,US (United States)
Ashish,2020-09-02 05:47:41,00:32:07,,Cobra Kai: Season 2: No Mercy (Episode 10),,Netflix Chrome Linux (Cadmium) HTML 5,00:32:16,00:32:16,US (United States)
Ashish,2020-09-02 05:17:54,00:29:46,,Cobra Kai: Season 2: Pulpo (Episode 9),,Netflix Chrome Linux (Cadmium) HTML 5,00:29:46,00:29:46,US (United States)
Ashish,2020-09-02 03:22:38,00:07:40,Autoplayed: user action: None; ,Lucifer: Season 4: Expire Erect (Episode 5),,Netflix Chrome Linux (Cadmium) HTML 5,00:07:50,Not latest view,US (United States)
Ashish,2020-09-02 03:01:08,00:20:44,,Lucifer: Season 4: All About Eve (Episode 4),,Netflix Chrome Linux (Cadmium) HTML 5,00:47:28,00:47:28,US (United States)
Ashish,2020-09-02 02:31:59,00:28:59,,Cobra Kai: Season 2: Glory of Love (Episode 8),,Netflix Chrome Linux (Cadmium) HTML 5,00:29:08,00:29:08,US (United States)
Ashish,2020-09-02 02:06:20,00:25:38,,Cobra Kai: Season 2: Lull (Episode 7),,Netflix Chrome Linux (Cadmium) HTML 5,00:25:47,00:25:47,US (United States)
Ashish,2020-09-02 01:36:09,00:30:10,,Cobra Kai: Season 2: Take A Right (Episode 6),,Netflix Chrome Linux (Cadmium) HTML 5,00:30:10,00:30:10,US (United States)
Ashish,2020-09-01 21:32:14,00:26:34,,Lucifer: Season 4: All About Eve (Episode 4),,Netflix Chrome Linux (Cadmium) HTML 5,00:26:44,Not latest view,US (United States)
Ashish,2020-09-01 21:07:38,00:24:34,,"Lucifer: Season 4: O, Ye of Little Faith, Father (Episode 3)",,Netflix Chrome Linux (Cadmium) HTML 5,00:47:57,00:47:57,US (United States)
Ashish,2020-09-01 09:01:32,00:29:40,,Cobra Kai: Season 2: All In (Episode 5),,Netflix Chrome Linux (Cadmium) HTML 5,00:29:49,00:29:49,US (United States)
Ashish,2020-09-01 08:24:40,00:30:48,Autoplayed: user action: None; ,Cobra Kai: Season 2: The Moment of Truth (Episode 4),,Netflix Chrome Linux (Cadmium) HTML 5,00:30:57,00:30:57,US (United States)
Ashish,2020-09-01 08:23:53,00:00:44,,Cobra Kai: Season 2: Fire And Ice (Episode 3),,Netflix Chrome Linux (Cadmium) HTML 5,00:22:29,00:22:29,US (United States)
Ashish,2020-09-01 08:23:42,00:00:08,,Cobra Kai: Season 2: The Moment of Truth (Episode 4),,Netflix Chrome Linux (Cadmium) HTML 5,00:09:27,Not latest view,US (United States)
Ashish,2020-09-01 01:46:03,00:09:10,Autoplayed: user action: None; ,Cobra Kai: Season 2: The Moment of Truth (Episode 4),,Netflix Chrome Linux (Cadmium) HTML 5,00:09:19,Not latest view,US (United States)
Ashish,2020-09-01 01:22:54,00:22:21,,Cobra Kai: Season 2: Fire And Ice (Episode 3),,Netflix Chrome Linux (Cadmium) HTML 5,00:22:30,Not latest view,US (United States)
Ashish,2020-09-01 00:52:19,00:29:54,,Cobra Kai: Season 2: Back In Black (Episode 2),,Netflix Chrome Linux (Cadmium) HTML 5,00:30:03,00:30:03,US (United States)
Ashish,2020-09-01 00:18:23,00:33:55,,"Cobra Kai: Season 2: Mercy, Part II (Episode 1)",,Netflix Chrome Linux (Cadmium) HTML 5,00:34:10,00:34:10,US (United States)
Ashish,2020-08-31 09:45:50,00:00:12,,"Cobra Kai: Season 2: Mercy, Part II (Episode 1)",,DefaultWidevineAndroidPhone,00:00:15,Not latest view,US (United States)
Ashish,2020-08-31 09:11:30,00:34:15,,Cobra Kai: Season 1: Mercy (Episode 10),,DefaultWidevineAndroidPhone,00:34:24,00:34:24,US (United States)
Ashish,2020-08-31 07:26:19,00:29:07,,Cobra Kai: Season 1: Different But Same (Episode 9),,Netflix Chrome Linux (Cadmium) HTML 5,00:29:16,00:29:16,US (United States)
Ashish,2020-08-31 06:58:19,00:27:59,Autoplayed: user action: None; ,Cobra Kai: Season 1: Molting (Episode 8),,Netflix Chrome Linux (Cadmium) HTML 5,00:28:08,00:28:08,US (United States)
Ashish,2020-08-31 06:53:38,00:04:40,,Cobra Kai: Season 1: All Valley (Episode 7),,Netflix Chrome Linux (Cadmium) HTML 5,00:27:18,00:27:18,US (United States)
Ashish,2020-08-31 05:47:11,00:22:29,,Cobra Kai: Season 1: All Valley (Episode 7),,Netflix Chrome Linux (Cadmium) HTML 5,00:22:38,Not latest view,US (United States)
Ashish,2020-08-31 04:59:55,00:27:39,,Cobra Kai: Season 1: Quiver (Episode 6),,Netflix Chrome Linux (Cadmium) HTML 5,00:28:34,00:28:34,US (United States)
Ashish,2020-08-31 02:30:31,00:00:46,,Cobra Kai: Season 1: Quiver (Episode 6),,Netflix Chrome Linux (Cadmium) HTML 5,00:00:55,Not latest view,US (United States)
Ashish,2020-08-31 01:59:04,00:31:25,,Cobra Kai: Season 1: Counterbalance (Episode 5),,Netflix Chrome Linux (Cadmium) HTML 5,00:31:34,00:31:34,US (United States)
Ashish,2020-08-31 01:33:17,00:25:46,,Cobra Kai: Season 1: Cobra Kai Never Dies (Episode 4),,Netflix Chrome Linux (Cadmium) HTML 5,00:25:55,00:25:55,US (United States)
Ashish,2020-08-31 01:20:35,00:12:42,,Cobra Kai: Season 1: Esqueleto (Episode 3),,Netflix Chrome Linux (Cadmium) HTML 5,00:21:43,00:21:43,US (United States)
Ashish,2020-08-30 21:43:49,00:23:13,,"Lucifer: Season 4: O, Ye of Little Faith, Father (Episode 3)",,Netflix Chrome Linux (Cadmium) HTML 5,00:23:23,Not latest view,US (United States)
Ashish,2020-08-30 20:58:18,00:45:30,,Lucifer: Season 4: Somebody’s Been Reading Dante’s Inferno (Episode 2),,Netflix Chrome Linux (Cadmium) HTML 5,00:48:19,00:48:19,US (United States)
Ashish,2020-08-30 20:58:06,00:00:09,Autoplayed: user action: None; ,Merlin: Season 1_hook_primary_16x9,HOOK,Netflix Chrome Linux (Cadmium) HTML 5,00:00:09,00:00:09,US (United States)
Ashish,2020-08-30 10:31:13,00:08:52,,Cobra Kai: Season 1: Esqueleto (Episode 3),,Netflix Chrome Linux (Cadmium) HTML 5,00:09:01,Not latest view,US (United States)
Ashish,2020-08-30 10:02:49,00:25:48,,Cobra Kai: Season 1: Strike First (Episode 2),,Netflix Chrome Linux (Cadmium) HTML 5,00:25:57,00:25:57,US (United States)
Ashish,2020-08-30 09:35:56,00:26:53,,Cobra Kai: Season 1: Ace Degenerate (Episode 1),,Netflix Chrome Linux (Cadmium) HTML 5,00:26:53,00:26:53,US (United States)
Ashish,2020-08-30 00:50:27,00:02:39,,Lucifer: Season 4: Somebody’s Been Reading Dante’s Inferno (Episode 2),,Netflix Chrome Linux (Cadmium) HTML 5,00:02:49,Not latest view,US (United States)
Ashish,2020-08-30 00:28:55,00:21:32,,Lucifer: Season 4: Everything's Okay (Episode 1),,Netflix Chrome Linux (Cadmium) HTML 5,00:47:11,00:47:11,US (United States)
Ashish,2020-08-30 00:26:22,00:02:12,Autoplayed: user action: None; ,Season 1 Trailer: Cobra Kai,TRAILER,Netflix Chrome Linux (Cadmium) HTML 5,00:00:00,00:00:00,US (United States)
Ashish,2020-08-29 06:21:51,00:25:24,,Lucifer: Season 4: Everything's Okay (Episode 1),,Netflix Chrome Linux (Cadmium) HTML 5,00:25:39,Not latest view,US (United States)
Ashish,2020-08-29 05:51:22,00:30:28,,Lucifer: Season 3: Once Upon a Time (Episode 26),,Netflix Chrome Linux (Cadmium) HTML 5,00:42:57,00:42:57,US (United States)
Ashish,2020-08-29 05:48:04,00:02:12,Autoplayed: user action: None; ,Season 1 Trailer: Cobra Kai,TRAILER,Netflix Chrome Linux (Cadmium) HTML 5,00:00:00,Not latest view,US (United States)
Ashish,2020-08-26 07:02:13,00:12:29,Autoplayed: user action: None; ,Lucifer: Season 3: Once Upon a Time (Episode 26),,Netflix Chrome Linux (Cadmium) HTML 5,00:12:29,Not latest view,US (United States)
Ashish,2020-08-26 06:50:23,00:11:49,,Lucifer: Season 3: Boo Normal (Episode 25),,Netflix Chrome Linux (Cadmium) HTML 5,00:43:09,00:43:09,US (United States)
Ashish,2020-08-25 23:18:11,00:31:20,,Lucifer: Season 3: Boo Normal (Episode 25),,Netflix Chrome Linux (Cadmium) HTML 5,00:31:20,Not latest view,US (United States)
Ashish,2020-08-25 22:30:42,00:42:49,,Lucifer: Season 3: A Devil of My Word (Episode 24),,Netflix Chrome Linux (Cadmium) HTML 5,00:43:40,00:43:40,US (United States)
Ashish,2020-08-25 21:32:35,00:42:41,,Lucifer: Season 3: Quintessential Deckerstar (Episode 23),,Netflix Chrome Linux (Cadmium) HTML 5,00:43:17,00:43:17,US (United States)
Ashish,2020-08-25 21:29:27,00:03:05,,Lucifer: Season 3: All Hands on Decker (Episode 22),,Netflix Chrome Linux (Cadmium) HTML 5,00:43:21,00:43:21,US (United States)
Ashish,2020-08-25 19:41:10,00:19:56,,Lucifer: Season 3: All Hands on Decker (Episode 22),,Netflix Chrome Linux (Cadmium) HTML 5,00:40:16,Not latest view,US (United States)
Ashish,2020-08-25 19:41:01,00:00:04,Autoplayed: user action: None; ,Trailer: Class of '83,TRAILER,Netflix Chrome Linux (Cadmium) HTML 5,00:00:04,00:00:04,US (United States)
Ashish,2020-08-25 08:35:12,00:19:52,Autoplayed: user action: None; ,Lucifer: Season 3: All Hands on Decker (Episode 22),,Netflix Chrome Linux (Cadmium) HTML 5,00:20:20,Not latest view,US (United States)
Ashish,2020-08-25 07:53:40,00:41:30,,Lucifer: Season 3: Anything Pierce Can Do I Can Do Better (Episode 21),,Netflix Chrome Linux (Cadmium) HTML 5,00:43:18,00:43:18,US (United States)
Ashish,2020-08-25 07:11:01,00:42:39,,Lucifer: Season 3: The Angel of San Bernardino (Episode 20),,Netflix Chrome Linux (Cadmium) HTML 5,00:43:17,00:43:17,US (United States)
Ashish,2020-08-25 06:47:46,00:23:14,,Lucifer: Season 3: Orange Is the New Maze (Episode 19),,Netflix Chrome Linux (Cadmium) HTML 5,00:43:14,00:43:14,US (United States)
Ashish,2020-08-25 05:45:09,00:15:41,,Lucifer: Season 3: Orange Is the New Maze (Episode 19),,Netflix Chrome Linux (Cadmium) HTML 5,00:20:00,Not latest view,US (United States)
Ashish,2020-08-25 05:44:37,00:00:22,Autoplayed: user action: None; ,The Originals: Season 1_hook_primary_16x9,HOOK,Netflix Chrome Linux (Cadmium) HTML 5,00:00:22,Not latest view,US (United States)
Ashish,2020-08-24 06:26:36,00:03:43,,Lucifer: Season 3: Orange Is the New Maze (Episode 19),,Netflix Chrome Linux (Cadmium) HTML 5,00:04:19,Not latest view,US (United States)
Ashish,2020-08-24 05:51:18,00:35:16,,Lucifer: Season 3: The Last Heartbreak (Episode 18),,Netflix Chrome Linux (Cadmium) HTML 5,00:43:15,00:43:15,US (United States)
Ashish,2020-08-23 21:48:19,00:07:38,,Lucifer: Season 3: The Last Heartbreak (Episode 18),,Netflix Chrome Linux (Cadmium) HTML 5,00:08:15,Not latest view,US (United States)
Ashish,2020-08-23 21:31:03,00:17:15,,Lucifer: Season 3: Let Pinhead Sing! (Episode 17),,Netflix Chrome Linux (Cadmium) HTML 5,00:43:18,00:43:18,US (United States)
Ashish,2020-08-23 20:50:40,00:00:12,Autoplayed: user action: None; ,El Dragón: Return of a Warrior: Season 1_hook_primary_16x9,HOOK,Netflix Chrome Linux (Cadmium) HTML 5,00:00:12,00:00:12,US (United States)
Ashish,2020-08-23 20:50:22,00:00:13,Autoplayed: user action: None; ,Immortals (Trailer),TRAILER,Netflix Chrome Linux (Cadmium) HTML 5,00:00:13,00:00:13,US (United States)
Ashish,2020-08-23 20:50:00,00:00:06,Autoplayed: user action: None; ,Jurassic Park III_hook_04_16x9,HOOK,Netflix Chrome Linux (Cadmium) HTML 5,00:00:06,00:00:06,US (United States)
Ashish,2020-08-23 20:49:55,00:00:04,Autoplayed: user action: None; ,Trailer: Class of '83,TRAILER,Netflix Chrome Linux (Cadmium) HTML 5,00:00:04,Not latest view,US (United States)
Ashish,2020-08-23 20:49:14,00:00:33,Autoplayed: user action: None; ,The Magicians: Season 1_hook_primary_16x9,HOOK,Netflix Chrome Linux (Cadmium) HTML 5,00:00:33,00:00:33,US (United States)
Ashish,2020-08-23 20:48:03,00:00:58,Autoplayed: user action: None; ,Outlander: Season 1_hook_primary_16x9,HOOK,Netflix Chrome Linux (Cadmium) HTML 5,00:00:58,00:00:58,US (United States)
Ashish,2020-08-23 20:47:08,00:00:38,Autoplayed: user action: None; ,Marvel's Agents of S.H.I.E.L.D.: Season 1_hook_primary_16x9,HOOK,Netflix Chrome Linux (Cadmium) HTML 5,00:00:38,Not latest view,US (United States)
Ashish,2020-08-23 20:47:02,00:00:04,Autoplayed: user action: None; ,Charmed: Season 1_hook_primary_16x9,HOOK,Netflix Chrome Linux (Cadmium) HTML 5,00:00:04,Not latest view,US (United States)
Ashish,2020-08-23 20:46:31,00:00:25,Autoplayed: user action: None; ,Portrait Product Preview: Class of '83,PREVIEW,Netflix Chrome Linux (Cadmium) HTML 5,00:00:25,00:00:25,US (United States)
Ashish,2020-08-23 20:45:58,00:00:27,Autoplayed: user action: None; ,Lucifer: Season 4 (Portrait Product Preview),PREVIEW,Netflix Chrome Linux (Cadmium) HTML 5,00:00:27,Not latest view,US (United States)
Ashish,2020-08-23 20:45:52,00:00:04,Autoplayed: user action: None; ,Trailer: Project Power,TRAILER,Netflix Chrome Linux (Cadmium) HTML 5,00:00:04,00:00:04,US (United States)
Ashish,2020-08-23 20:45:45,00:00:06,Autoplayed: user action: None; ,Season 1 Bonus Video 2: Biohackers,HOOK,Netflix Chrome Linux (Cadmium) HTML 5,00:00:06,Not latest view,US (United States)
Ashish,2020-08-23 20:19:50,00:25:16,,Lucifer: Season 3: Let Pinhead Sing! (Episode 17),,Netflix Chrome Linux (Cadmium) HTML 5,00:26:03,Not latest view,US (United States)
Ashish,2020-08-23 19:09:56,00:42:34,,Lucifer: Season 3: Infernal Guinea Pig (Episode 16),,Netflix Chrome Linux (Cadmium) HTML 5,00:43:10,00:43:10,US (United States)
Ashish,2020-08-23 18:27:40,00:42:15,,Lucifer: Season 3: High School Poppycock (Episode 15),,Netflix Chrome Linux (Cadmium) HTML 5,00:42:54,00:42:54,US (United States)
Ashish,2020-08-23 17:49:33,00:29:57,,Lucifer: Season 3: My Brother's Keeper (Episode 14),,Netflix Chrome Linux (Cadmium) HTML 5,00:43:13,00:43:13,US (United States)
Ashish,2020-08-23 17:49:18,00:00:11,,Lucifer: Season 3: High School Poppycock (Episode 15),,Netflix Chrome Linux (Cadmium) HTML 5,00:02:22,Not latest view,US (United States)
Ashish,2020-08-23 17:49:03,00:00:05,Autoplayed: user action: None; ,The New Legends of Monkey: Season 2 (Trailer),TRAILER,Netflix Chrome Linux (Cadmium) HTML 5,00:00:05,00:00:05,US (United States)
Ashish,2020-08-22 22:22:29,00:01:32,Autoplayed: user action: None; ,Lucifer: Season 3: High School Poppycock (Episode 15),,Netflix Chrome Linux (Cadmium) HTML 5,00:02:11,Not latest view,US (United States)
Ashish,2020-08-22 21:39:50,00:42:38,,Lucifer: Season 3: My Brother's Keeper (Episode 14),,Netflix Chrome Linux (Cadmium) HTML 5,00:43:17,Not latest view,US (United States)
Ashish,2020-08-22 21:37:42,00:02:07,,Lucifer: Season 3: 'Til Death Do Us Part (Episode 13),,Netflix Chrome Linux (Cadmium) HTML 5,00:43:03,00:43:03,US (United States)
Ashish,2020-08-22 21:37:07,00:00:23,Autoplayed: user action: None; ,Wynonna Earp: Season 1_hook_primary_16x9,HOOK,Netflix Chrome Linux (Cadmium) HTML 5,00:00:00,Not latest view,US (United States)
Ashish,2020-08-22 09:03:23,00:39:07,,Lucifer: Season 3: 'Til Death Do Us Part (Episode 13),,Netflix Chrome Linux (Cadmium) HTML 5,00:41:00,Not latest view,US (United States)
Ashish,2020-08-22 09:03:10,00:00:06,Autoplayed: user action: None; ,Trailer: Class of '83,TRAILER,Netflix Chrome Linux (Cadmium) HTML 5,00:00:06,Not latest view,US (United States)
Ashish,2020-08-22 00:00:13,00:01:08,,Lucifer: Season 3: 'Til Death Do Us Part (Episode 13),,Netflix Chrome Linux (Cadmium) HTML 5,00:01:53,Not latest view,US (United States)
Ashish,2020-08-21 23:30:16,00:26:10,,Lucifer: Season 3: All About Her (Episode 12),,Netflix Chrome Linux (Cadmium) HTML 5,00:43:15,00:43:15,US (United States)
Ashish,2020-08-21 21:39:29,00:16:22,,Lucifer: Season 3: All About Her (Episode 12),,Netflix Chrome Linux (Cadmium) HTML 5,00:17:05,Not latest view,US (United States)
Ashish,2020-08-21 20:53:33,00:42:27,,Lucifer: Season 3: City of Angels? (Episode 11),,Netflix Chrome Linux (Cadmium) HTML 5,00:42:27,00:42:27,US (United States)
Ashish,2020-08-21 20:11:34,00:41:58,,Lucifer: Season 3: The Sin Bin (Episode 10),,Netflix Chrome Linux (Cadmium) HTML 5,00:42:54,00:42:54,US (United States)
Ashish,2020-08-21 19:55:50,00:15:43,,Lucifer: Season 3: The Sinnerman (Episode 9),,Netflix Chrome Linux (Cadmium) HTML 5,00:43:06,00:43:06,US (United States)
Ashish,2020-08-21 19:55:42,00:00:06,Autoplayed: user action: None; ,Lucifer: Season 5 (Trailer),TRAILER,Netflix Chrome Linux (Cadmium) HTML 5,00:00:06,00:00:06,US (United States)
Ashish,2020-08-21 05:23:35,00:22:06,,Lucifer: Season 3: The Sinnerman (Episode 9),,Netflix Chrome Linux (Cadmium) HTML 5,00:27:23,Not latest view,US (United States)
Ashish,2020-08-21 05:23:29,00:00:04,Autoplayed: user action: None; ,Lucifer: Season 1_hook_primary_16x9,HOOK,Netflix Chrome Linux (Cadmium) HTML 5,00:00:04,00:00:04,US (United States)
Ashish,2020-08-21 04:31:43,00:00:20,,Lucifer: Season 3: The Sinnerman (Episode 9),,Netflix Chrome Linux (Cadmium) HTML 5,00:05:15,Not latest view,US (United States)
Ashish,2020-08-20 23:02:42,00:04:13,Autoplayed: user action: Unspecified; ,Lucifer: Season 3: The Sinnerman (Episode 9),,Netflix Chrome Linux (Cadmium) HTML 5,00:04:57,Not latest view,US (United States)
Ashish,2020-08-20 22:15:51,00:42:44,,Lucifer: Season 3: Chloe Does Lucifer (Episode 8),,Netflix Chrome Linux (Cadmium) HTML 5,00:43:18,00:43:18,US (United States)
Ashish,2020-08-20 21:18:06,00:43:15,,Lucifer: Season 3: Off the Record (Episode 7),,Netflix Chrome Linux (Cadmium) HTML 5,00:43:15,00:43:15,US (United States)
Ashish,2020-08-20 21:06:36,00:09:37,,Lucifer: Season 3: Vegas with Some Radish (Episode 6),,Netflix Chrome Linux (Cadmium) HTML 5,00:43:20,00:43:20,US (United States)
Ashish,2020-08-20 19:55:05,00:32:59,,Lucifer: Season 3: Vegas with Some Radish (Episode 6),,Netflix Chrome Linux (Cadmium) HTML 5,00:33:42,Not latest view,US (United States)
Ashish,2020-08-20 19:17:40,00:37:21,,"Lucifer: Season 3: Welcome Back, Charlotte Richards (Episode 5)",,Netflix Chrome Linux (Cadmium) HTML 5,00:42:55,00:42:55,US (United States)
Ashish,2020-08-20 08:12:44,00:04:54,Autoplayed: user action: Unspecified; ,"Lucifer: Season 3: Welcome Back, Charlotte Richards (Episode 5)",,Netflix Chrome Linux (Cadmium) HTML 5,00:05:34,Not latest view,US (United States)
Ashish,2020-08-20 07:30:09,00:42:34,,Lucifer: Season 3: What Would Lucifer Do? (Episode 4),,Netflix Chrome Linux (Cadmium) HTML 5,00:43:12,00:43:12,US (United States)
Ashish,2020-08-20 07:11:41,00:18:27,,Lucifer: Season 3: Mr. and Mrs. Mazikeen Smith (Episode 3),,Netflix Chrome Linux (Cadmium) HTML 5,00:43:04,00:43:04,US (United States)
Ashish,2020-08-20 06:15:34,00:18:30,,Lucifer: Season 3: Mr. and Mrs. Mazikeen Smith (Episode 3),,Netflix Chrome Linux (Cadmium) HTML 5,00:24:36,Not latest view,US (United States)
Ashish,2020-08-19 22:04:47,00:05:43,,Lucifer: Season 3: Mr. and Mrs. Mazikeen Smith (Episode 3),,Netflix Chrome Linux (Cadmium) HTML 5,00:06:06,Not latest view,US (United States)
Ashish,2020-08-19 21:25:59,00:38:48,,Lucifer: Season 3: The One with the Baby Carrot (Episode 2),,Netflix Chrome Linux (Cadmium) HTML 5,00:43:07,00:43:07,US (United States)
Ashish,2020-08-19 19:46:06,00:00:32,,Lucifer: Season 3: The One with the Baby Carrot (Episode 2),,Netflix Chrome Linux (Cadmium) HTML 5,00:04:19,Not latest view,US (United States)
Ashish,2020-08-19 19:45:44,00:00:17,Autoplayed: user action: None; ,The Umbrella Academy: Season 1_shortpreview_9x16,PREVIEW,Netflix Chrome Linux (Cadmium) HTML 5,00:00:17,00:00:17,US (United States)
Ashish,2020-08-19 19:45:37,00:00:05,Autoplayed: user action: None; ,Beauty & the Beast: Season 1_hook_primary_16x9,HOOK,Netflix Chrome Linux (Cadmium) HTML 5,00:00:05,Not latest view,US (United States)
Ashish,2020-08-19 09:25:21,00:02:59,,Lucifer: Season 3: The One with the Baby Carrot (Episode 2),,Netflix Chrome Linux (Cadmium) HTML 5,00:03:47,Not latest view,US (United States)
Ashish,2020-08-19 09:01:33,00:23:11,,"Lucifer: Season 3: They're Back, Aren't They? (Episode 1)",,Netflix Chrome Linux (Cadmium) HTML 5,00:43:17,00:43:17,US (United States)
Ashish,2020-08-19 08:59:29,00:01:00,Autoplayed: user action: None; ,Season 2 Trailer: The Umbrella Academy,TRAILER,Netflix Chrome Linux (Cadmium) HTML 5,00:01:00,00:01:00,US (United States)
Ashish,2020-08-18 23:45:24,00:13:20,,"Lucifer: Season 3: They're Back, Aren't They? (Episode 1)",,Chrome PC (Cadmium),00:20:06,Not latest view,US (United States)
Ashish,2020-08-18 23:05:56,00:05:59,,"Lucifer: Season 3: They're Back, Aren't They? (Episode 1)",,Chrome PC (Cadmium),00:06:46,Not latest view,US (United States)
Ashish,2020-08-18 22:20:09,00:42:10,Autoplayed: user action: None; ,"Lucifer: Season 2: The Good, The Bad and The Crispy (Episode 18)",,Chrome PC (Cadmium),00:43:17,00:43:17,US (United States)
Ashish,2020-08-18 21:09:52,00:42:04,,Lucifer: Season 2: Sympathy for the Goddess (Episode 17),,Chrome PC (Cadmium),00:42:50,00:42:50,US (United States)
Ashish,2020-08-18 20:25:23,00:42:27,,Lucifer: Season 2: God Johnson (Episode 16),,Chrome PC (Cadmium),00:43:16,00:43:16,US (United States)
Ashish,2020-08-18 20:21:42,00:03:41,,Lucifer: Season 2: Deceptive Little Parasite (Episode 15),,Chrome PC (Cadmium),00:43:02,00:43:02,US (United States)
Ashish,2020-08-18 08:47:18,00:30:55,,Lucifer: Season 2: Deceptive Little Parasite (Episode 15),,Chrome PC (Cadmium),00:39:21,Not latest view,US (United States)
Ashish,2020-08-18 07:56:43,00:07:33,,Lucifer: Season 2: Deceptive Little Parasite (Episode 15),,Chrome PC (Cadmium),00:08:26,Not latest view,US (United States)
Ashish,2020-08-18 07:14:54,00:41:49,,Lucifer: Season 2: Candy Morningstar (Episode 14),,Chrome PC (Cadmium),00:42:45,00:42:45,US (United States)
Ashish,2020-08-18 06:32:48,00:42:05,,Lucifer: Season 2: A Good Day to Die (Episode 13),,Chrome PC (Cadmium),00:43:02,00:43:02,US (United States)
Ashish,2020-08-18 05:50:21,00:42:26,,Lucifer: Season 2: Love Handles (Episode 12),,Chrome PC (Cadmium),00:43:16,00:43:16,US (United States)
Ashish,2020-08-18 05:34:48,00:15:32,,Lucifer: Season 2: Stewardess Interruptus (Episode 11),,Chrome PC (Cadmium),00:42:32,00:42:32,US (United States)
Ashish,2020-08-17 10:26:57,00:26:10,Autoplayed: user action: None; ,Lucifer: Season 2: Stewardess Interruptus (Episode 11),,Chrome PC (Cadmium),00:27:00,Not latest view,US (United States)
Ashish,2020-08-17 09:44:13,00:42:44,,Lucifer: Season 2: Quid Pro Ho (Episode 10),,Chrome PC (Cadmium),00:43:59,00:43:59,US (United States)
Ashish,2020-08-17 09:01:36,00:42:36,,Lucifer: Season 2: Homewrecker (Episode 9),,Chrome PC (Cadmium),00:43:15,00:43:15,US (United States)
Ashish,2020-08-17 08:23:13,00:38:22,,Lucifer: Season 2: Trip to Stabby Town (Episode 8),,Chrome PC (Cadmium),00:42:45,00:42:45,US (United States)
Ashish,2020-08-16 23:11:48,00:03:34,Autoplayed: user action: None; ,Lucifer: Season 2: Trip to Stabby Town (Episode 8),,Chrome PC (Cadmium),00:04:23,Not latest view,US (United States)
Ashish,2020-08-16 22:29:10,00:42:37,,Lucifer: Season 2: My Little Monkey (Episode 7),,Chrome PC (Cadmium),00:43:12,00:43:12,US (United States)
Ashish,2020-08-16 22:02:21,00:26:48,,Lucifer: Season 2: Monster (Episode 6),,Chrome PC (Cadmium),00:42:43,00:42:43,US (United States)
Ashish,2020-08-16 11:39:44,00:15:01,,Lucifer: Season 2: Monster (Episode 6),,Chrome PC (Cadmium),00:15:53,Not latest view,US (United States)
Ashish,2020-08-16 11:18:26,00:21:16,,Lucifer: Season 2: The Weaponizer (Episode 5),,Chrome PC (Cadmium),00:43:09,00:43:09,US (United States)
